,codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
42249,201832990005,2018,Emenda Individual,MENDONCA FILHO,MENDONCA FILHO,0005,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,150.0,"0,00","0,00","0,00","150,00","0,00"
42251,201723550008,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150.0,"0,00","0,00","52.825,00","25,00","1.197.175,00"
42270,202324560006,2023,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0006,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1500000.0,"1.500.000,00","1.500.000,00","0,00","0,00","0,00"
42355,202037670023,2020,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0023,PERNAMBUCO (UF),Cultura,Difusão cultural,1500000.0,"0,00","0,00","1.700.000,00","641.918,00","658.082,00"
42374,202031870007,2020,Emenda Individual,FELIPE CARRERAS,FELIPE CARRERAS,0007,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,150.0,"0,00","0,00","2.932.500,00","0,00","67.500,00"
42541,202137890003,2021,Emenda Individual,FERNANDO BEZERRA COELHO,FERNANDO BEZERRA COELHO,0003,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150.0,"0,00","0,00","3.262.550,00","0,00","1.237.450,00"
42601,201910740005,2019,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0005,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1500774.0,"0,00","0,00","1.523.344,00","1.194.489,00","295.000,00"
42614,201624530003,2016,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1505290.0,"915.790,00","915.790,00","0,00","409.500,00","18,00"
42669,202040500003,2020,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0003,PERNAMBUCO (UF),Educação,Educação básica,152.0,"0,00","0,00","304,00","0,00","0,00"
42696,202224570005,2022,Emenda Individual,RAUL HENRY,RAUL HENRY,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1526478.0,"0,00","0,00","2.239.118,51","0,00","813.837,49"
42752,201828850009,2018,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0009,PERNAMBUCO (UF),Direitos da cidadania,Assistência à criança e ao adolescente,1539971.7,"0,00","0,00","44.264,70","0,00","1.495.707,00"
42795,201937670016,2019,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0016,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1549199.0,"43,00","43,00","1.479.060,76","0,00","759.337,24"
42821,202125730004,2021,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0004,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,155.0,"0,00","0,00","3.185.177,00","0,00","1.526.453,00"
42864,201627240001,2016,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0001,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1559148.0,"0,00","0,00","0,00","100,00","1.559.048,00"
42870,202241750025,2022,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0025,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",1559868.01,"1.484.562,00","1.484.562,00","131.092,78","0,00","19.519,24"
42926,201637470003,2016,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1574675.0,"1.025.765,00","1.025.765,00","0,00","499.500,00","49.410,00"
42940,201524530001,2015,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0001,PERNAMBUCO (UF),Saúde,Atenção básica,1577156.49,"0,00","0,00","0,00","0,00","1.577.156,49"
42953,201527180003,2015,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1581865.0,"0,00","0,00","48,00","0,00","1.101.865,00"
42981,201937670014,2019,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0014,PERNAMBUCO (UF),Saúde,Atenção básica,1589058.0,"622.320,00","622.320,00","1.270.476,00","0,00","663.000,00"
42986,202140440003,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1589795.0,"1.589.795,00","1.589.795,00","0,00","0,00","0,00"
42994,202341750013,2023,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0013,PERNAMBUCO (UF),Saúde,Múltiplo,1590185.0,"0,00","0,00","0,00","0,00","0,00"
43021,202110740014,2021,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0014,PERNAMBUCO (UF),Saúde,Atenção básica,1595429.0,"1.047.980,00","1.047.980,00","1.492.360,00","0,00","149.987,00"
43026,201627170003,2016,Emenda Individual,ANDERSON FERREIRA,ANDERSON FERREIRA,0003,PERNAMBUCO (UF),Saúde,Atenção básica,1596604.0,"0,00","0,00","1.162.083,20","0,00","434.520,80"
43030,202133870007,2021,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0007,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1597513.0,"0,00","0,00","3.195.026,00","0,00","1.597.513,00"
43040,201612180017,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0017,PERNAMBUCO (UF),Saúde,Saneamento básico urbano,1599148.0,"0,00","0,00","166.926,17","302.942,64","1.129.279,19"
43044,202024570008,2020,Emenda Individual,RAUL HENRY,RAUL HENRY,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1599636.0,"0,00","0,00","1.748.706,40","462.880,19","987.685,41"
43056,201828840007,2018,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0007,PERNAMBUCO (UF),Saúde,Atenção básica,1599894.0,"799.905,00","799.905,00","0,00","0,00","799.989,00"
43059,201812180007,2018,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0007,PERNAMBUCO (UF),Saúde,Múltiplo,1599900.0,"499.900,00","499.900,00","55.091,43","91.520,62","953.387,95"
43106,202139310007,2021,Emenda Individual,CARLOS VERAS,CARLOS VERAS,0007,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,160.0,"160,00","160,00","0,00","0,00","0,00"
43117,201627210022,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0022,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,160.0,"90,00","90,00","0,00","25,00","45,00"
43195,201532990008,2015,Emenda Individual,MENDONCA FILHO,MENDONCA FILHO,0008,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,1612300.0,"0,00","0,00","0,00","1.612.300,00","0,00"
43198,201523920005,2015,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0005,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1612661.0,"0,00","0,00","0,00","500.528,44","1.112.132,56"
43282,202310740004,2023,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0004,PERNAMBUCO (UF),Saúde,Atenção básica,1628872.0,"1.387.895,00","1.387.895,00","0,00","0,00","0,00"
43369,202338130005,2023,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0005,PERNAMBUCO (UF),Educação,Ensino superior,1629209.0,"0,00","0,00","0,00","0,00","0,00"
43411,202330800003,2023,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0003,PERNAMBUCO (UF),Saúde,Atenção básica,1629209.0,"1.629.209,00","1.629.209,00","0,00","0,00","0,00"
43450,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PERNAMBUCO (UF),Desporto e lazer,Desporto de rendimento,1638539.04,"0,00","0,00","0,00","365.247,32","1.273.291,72"
43460,202128850002,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0002,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1639993.0,"0,00","0,00","4.144.901,00","0,00","787.772,00"
43474,201627180003,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0003,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,1643379.5,"0,00","0,00","295.090,08","0,00","1.348.289,42"
43480,202128850008,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1645967.0,"146.165,00","146.165,00","3.236.853,34","120.140,00","1.142.412,66"
43485,201637000011,2016,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0011,PERNAMBUCO (UF),Saúde,Administração geral,1647361.0,"1.047.361,00","1.047.361,00","0,00","0,00","600.000,00"
43540,202212180005,2022,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1650719.0,"399.096,00","399.096,00","1.899.611,63","0,00","603.634,37"
43546,201937670019,2019,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0019,PERNAMBUCO (UF),Saúde,Atenção básica,1652866.0,"1.652.866,00","1.652.866,00","0,00","0,00","0,00"
43558,201912180003,2019,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0003,PERNAMBUCO (UF),Saúde,Atenção básica,1655774.0,"1.655.774,00","1.655.774,00","0,00","0,00","0,00"
43562,201627180007,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0007,PERNAMBUCO (UF),Comércio e serviços,Turismo,1657657.59,"0,00","0,00","0,00","0,00","1.657.657,59"
43607,202037470008,2020,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0008,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1668898.99,"65.823,67","50.402,25","2.254.466,74","835,33","981.691,41"
43633,201837000004,2018,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0004,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,1674999.81,"4.200,00","4.200,00","93.426,48","993.333,33","584.040,00"
43635,201730320001,2017,Emenda Individual,ADALBERTO CAVALCANTI,ADALBERTO CAVALCANTI,0001,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1675700.0,"0,00","0,00","0,00","592.000,00","1.083.700,00"
43648,201823920002,2018,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0002,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1681000.0,"1.464.738,80","354.951,03","29.515,65","457,66","1.296.075,66"
43700,201528850006,2015,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0006,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,1695673.0,"0,00","0,00","0,00","508.099,57","1.187.573,43"
43711,202139850003,2021,Emenda Individual,FERNANDO RODOLFO,FERNANDO RODOLFO,0003,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1697395.0,"0,00","0,00","4.394.790,00","0,00","697.395,00"
43725,202127190006,2021,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0006,PERNAMBUCO (UF),Saúde,Atenção básica,1699576.0,"138.769,00","138.769,00","3.321.588,00","0,00","1.360.833,00"
43843,202010740002,2020,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,170.0,"0,00","0,00","1.799.547,65","304.583,67","1.295.868,68"
43855,201627180005,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1703333.0,"353.300,00","353.300,00","0,00","268.659,41","1.081.373,59"
43861,202228850017,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1705318.0,"1.705.318,00","1.705.318,00","0,00","0,00","0,00"
43865,202338130001,2023,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0001,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1708178.0,"909.647,00","909.647,00","0,00","0,00","0,00"
43925,202340500002,2023,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1724064.0,"1.724.064,00","1.724.064,00","0,00","0,00","0,00"
43929,201612990013,2016,Emenda Individual,RAUL JUNGMANN,RAUL JUNGMANN,0013,PERNAMBUCO (UF),Saúde,Atenção básica,1725676.0,"0,00","0,00","543.874,40","0,00","1.181.801,60"
43958,201612990018,2016,Emenda Individual,RAUL JUNGMANN,RAUL JUNGMANN,0018,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1735486.18,"0,00","0,00","0,00","1.308.981,71","426.504,47"
43969,201610710001,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0001,PERNAMBUCO (UF),Saúde,Administração geral,1737567.86,"1.546.715,86","1.546.715,86","0,00","0,00","190.852,00"
43997,202116900004,2021,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1744975.0,"0,00","0,00","4.028.956,67","0,00","1.205.968,33"
44007,202233870005,2022,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0005,PERNAMBUCO (UF),Educação,Ensino profissional,1747245.24,"473.440,20","102.334,26","1.729.559,28","64.140,21","1.496.122,47"
44012,201637890001,2016,Emenda Individual,FERNANDO BEZERRA COELHO,FERNANDO BEZERRA COELHO,0001,PERNAMBUCO (UF),Saúde,Atenção básica,1748750.0,"1.091.460,00","1.091.460,00","326.400,00","0,00","330.890,00"
44022,201827210021,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0021,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1749800.0,"0,00","0,00","237.100,00","263.732,30","1.248.967,70"
44057,201737820004,2017,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0004,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1750000.0,"34.547,12","16.684,00","0,00","88,00","1.733.228,00"
44085,202112180016,2021,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0016,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1750000.0,"0,00","0,00","4.500.000,00","0,00","780.040,00"
44098,201712180003,2017,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0003,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1750000.0,"0,00","0,00","0,00","325.395,54","1.424.604,46"
44176,201710710007,2017,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0007,PERNAMBUCO (UF),Saúde,Administração geral,1771103.0,"1.771.103,00","1.771.103,00","0,00","0,00","0,00"
44207,202237670009,2022,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0009,PERNAMBUCO (UF),Encargos especiais,Outras transferências,1779682.0,"0,00","0,00","1.779.682,00","0,00","1.779.682,00"
44222,201924560006,2019,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0006,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1783528.0,"1.783.528,00","1.783.528,00","0,00","0,00","0,00"
44245,202337890004,2023,Emenda Individual,FERNANDO BEZERRA COELHO,FERNANDO BEZERRA COELHO,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1788413.0,"1.059.155,00","1.059.155,00","0,00","0,00","0,00"
44260,202140500016,2021,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0016,PERNAMBUCO (UF),Educação,Educação básica,1792027.99,"0,00","0,00","5.376.083,97","0,00","0,00"
44261,202323920001,2023,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0001,PERNAMBUCO (UF),Saúde,Atenção básica,1792116.0,"1.472.664,00","1.472.664,00","0,00","0,00","0,00"
44264,202337470011,2023,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0011,PERNAMBUCO (UF),Saúde,Atenção básica,1792130.0,"1.792.130,00","0,00","0,00","0,00","0,00"
44270,202139850001,2021,Emenda Individual,FERNANDO RODOLFO,FERNANDO RODOLFO,0001,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1792136.0,"1.792.136,00","1.792.136,00","0,00","0,00","0,00"
44353,201727230013,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0013,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,1800000.0,"0,00","0,00","0,00","1.800.000,00","0,00"
44360,201737820009,2017,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0009,PERNAMBUCO (UF),Saúde,Administração geral,180.0,"180,00","180,00","0,00","0,00","0,00"
44361,201736860004,2017,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0004,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,180.0,"0,00","0,00","0,00","20.757,61","1.779.242,39"
44367,201832990008,2018,Emenda Individual,MENDONCA FILHO,MENDONCA FILHO,0008,PERNAMBUCO (UF),Saúde,Administração geral,180.0,"180,00","180,00","0,00","0,00","0,00"
44376,202112180014,2021,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0014,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1800000.0,"1.800.000,00","1.800.000,00","0,00","0,00","0,00"
44382,202137600009,2021,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0009,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,1800000.0,"1.799.998,21","1.799.998,21","3,58","1,79","0,00"
44387,201638080008,2016,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0008,PERNAMBUCO (UF),Comércio e serviços,Turismo,1800000.0,"0,00","0,00","0,00","1.317.312,94","482.687,06"
44393,201636860003,2016,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0003,PERNAMBUCO (UF),Saúde,Administração geral,1800000.0,"1.750.000,00","1.750.000,00","0,00","0,00","50.000,00"
44395,201532040003,2015,Emenda Individual,FERNANDO FERRO,FERNANDO FERRO,0003,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1800000.0,"34.193,61","34.193,61","0,00","400.036,59","1.365.769,80"
44404,201927240008,2019,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0008,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,1800000.0,"0,00","0,00","1.850.316,00","668.500,00","1.081.184,00"
44406,201938080003,2019,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0003,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1800000.0,"0,00","0,00","1.827.000,00","0,00","1.786.500,00"
44414,201912180001,2019,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0001,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1800000.0,"0,00","0,00","1.911.189,67","768.286,97","967.773,36"
44422,202041750007,2020,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0007,PERNAMBUCO (UF),Educação,Ensino superior,180.0,"580.400,00","580.400,00","1.229.600,00","0,00","1.209.600,00"
44544,202024570010,2020,Emenda Individual,RAUL HENRY,RAUL HENRY,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1835633.0,"1.835.633,00","1.835.633,00","0,00","0,00","0,00"
44547,202141750004,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0004,PERNAMBUCO (UF),Educação,Ensino superior,1837815.78,"0,00","0,00","3.675.631,56","0,00","1.837.815,78"
44616,202112180006,2021,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0006,PERNAMBUCO (UF),Encargos especiais,Outras transferências,1850000.0,"1.400.000,00","1.400.000,00","900.000,00","0,00","450.000,00"
44685,202341750008,2023,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0008,PERNAMBUCO (UF),Educação,Assistência hospitalar e ambulatorial,1872636.64,"0,00","0,00","0,00","0,00","0,00"
44699,201638080004,2016,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0004,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1878387.87,"0,00","0,00","246.550,00","98.200,00","1.533.637,87"
44712,202271180002,2022,Emenda de Bancada,BANCADA DE PERNAMBUCO,BANCADA DE PERNAMBUCO,0002,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,1884000.0,"455.842,00","455.842,00","1.428.158,00","0,00","1.428.158,00"
44717,202340440005,2023,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0005,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,1884791.52,"1.195.855,60","1.195.855,60","0,00","0,00","0,00"
44725,201827180008,2018,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0008,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1886131.57,"13.300,00","13.300,00","337.179,19","460.952,38","1.132.051,50"
44732,201627180002,2016,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0002,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,1887471.81,"0,00","0,00","75.449,88","1.134.550,00","677.471,93"
44737,202033870004,2020,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0004,PERNAMBUCO (UF),Transporte,Transporte aéreo,1889347.49,"0,00","0,00","2.021.249,53","0,00","1.896.982,38"
44751,201628850002,2016,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0002,PERNAMBUCO (UF),Saúde,Atenção básica,1892650.0,"1.095.960,00","1.095.960,00","0,00","0,00","796.690,00"
44762,201528850004,2015,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0004,PERNAMBUCO (UF),Saúde,Atenção básica,1895052.68,"0,00","0,00","326.400,00","0,00","1.568.652,68"
44776,202127240002,2021,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0002,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",1898950.7,"0,00","0,00","3.814.304,78","0,00","1.882.547,32"
44788,202033870010,2020,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1899840.0,"1.899.840,00","1.899.840,00","0,00","0,00","0,00"
44862,202033870002,2020,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0002,PERNAMBUCO (UF),Educação,Ensino superior,190.0,"0,00","0,00","380,00","0,00","0,00"
44896,202225730002,2022,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1910026.0,"1.710.026,00","1.710.026,00","200.000,00","0,00","200.000,00"
44900,202012180006,2020,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0006,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1910454.0,"1.910.454,00","1.910.454,00","0,00","0,00","0,00"
45038,201527210008,2015,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1949461.34,"0,00","0,00","0,00","0,00","1.949.461,34"
45065,201838080014,2018,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0014,PERNAMBUCO (UF),Saúde,Administração geral,195.0,"195,00","195,00","0,00","0,00","0,00"
45076,201912180004,2019,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1950000.0,"1.950.000,00","1.950.000,00","0,00","0,00","0,00"
45101,202310740002,2023,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0002,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1954813.0,"0,00","0,00","0,00","0,00","0,00"
45175,202025730004,2020,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,1969434.0,"0,00","0,00","2.247.108,13","618.018,58","1.073.741,29"
